Medicine_ID,Medicine_Name,Main_Ingredients,Used_For,Dosage,Form,Manufacturer,Price,Availability_Status,Expiry_Date,Side_Effects,Approval_Status
AYUR09232,Shatavari-Protect,"Guduchi, Brahmi",Fever,2 capsules once daily,Powder,HerbalCure Labs,333.05,In Stock,2026-08-26,Drowsiness,Under Review
AYUR00589,Licorice-Nice,"Tulsi, Licorice",Fever,2 capsules once daily,Oil,OrganicVeda,292.28,Out of Stock,2027-05-02,Allergic Reaction,Approved
AYUR02282,Licorice-City,"Giloy, Arjuna, Brahmi, Pippali",Fever,2 capsules once daily,Tablet,AyurHealth Ltd.,133.33,In Stock,2028-09-08,Nausea,Approved
AYUR17394,Guggul-Marriage,"Amla, Brahmi, Shatavari, Arjuna",Fever,2 capsules once daily,Powder,Ayurveda Bliss,189.89,In Stock,2030-04-21,Allergic Reaction,Under Review
AYUR10864,Amla-Himself,"Turmeric, Pippali, Guduchi, Brahmi",Fever,5 ml twice daily,Powder,AyurHealth Ltd.,399.67,In Stock,2029-01-05,None,Under Review
AYUR16193,Triphala-Drug,"Guduchi, Licorice, Arjuna, Neem",Fever,1 spoon after meal,Syrup,Ayurveda Bliss,494.79,In Stock,2028-08-17,Drowsiness,Approved
AYUR16648,Pippali-Art,"Arjuna, Shatavari",Fever,5 ml twice daily,Capsule,OrganicVeda,432.59,Out of Stock,2030-02-08,Drowsiness,Approved
AYUR13260,Licorice-Important,"Ashwagandha, Tulsi, Giloy, Neem",Fever,Apply externally once a day,Capsule,Ayurveda Bliss,404.87,Out of Stock,2030-01-10,Allergic Reaction,Approved
AYUR09717,Giloy-Enjoy,"Ashwagandha, Giloy, Shatavari, Neem",Fever,5 ml twice daily,Capsule,Divya Herbal,184.97,Out of Stock,2029-05-16,Drowsiness,Approved
AYUR10045,Pippali-Guy,"Tulsi, Turmeric, Ashwagandha, Amla",Fever,5 ml twice daily,Capsule,HerbalCure Labs,422.79,In Stock,2029-07-26,Nausea,Approved
AYUR15818,Ashwagandha-Head,"Brahmi, Amla, Guggul, Turmeric",Fever,2 capsules once daily,Syrup,Swasthya Remedies,435.19,Out of Stock,2029-02-26,None,Approved
AYUR18832,Tulsi-A,"Giloy, Amla",Fever,2 capsules once daily,Syrup,HerbalCure Labs,130.31,In Stock,2028-06-07,Nausea,Approved
AYUR06596,Tulsi-College,"Amla, Shatavari",Fever,5 ml twice daily,Capsule,Divya Herbal,149.27,In Stock,2028-03-03,None,Approved
AYUR12337,Turmeric-Treat,"Giloy, Amla",Fever,1 tablet twice daily,Tablet,AyurHealth Ltd.,50.75,In Stock,2027-09-05,Drowsiness,Under Review
AYUR01343,Neem-Little,"Amla, Brahmi, Arjuna",Fever,2 capsules once daily,Syrup,AyurHealth Ltd.,361.84,In Stock,2027-05-02,None,Approved
AYUR13989,Licorice-First,"Arjuna, Triphala",Fever,5 ml twice daily,Capsule,Ayurveda Bliss,326.48,Out of Stock,2028-07-29,Headache,Under Review
AYUR17207,Ashwagandha-World,"Shatavari, Neem, Amla, Giloy",Fever,1 spoon after meal,Syrup,Ayurveda Bliss,295.1,Out of Stock,2030-05-27,None,Approved
AYUR04568,Turmeric-Police,"Turmeric, Giloy, Guggul, Ashwagandha",Fever,1 tablet twice daily,Oil,Divya Herbal,405.37,Out of Stock,2026-04-26,Allergic Reaction,Under Review
AYUR17794,Amla-Sport,"Arjuna, Amla, Tulsi",Fever,Apply externally once a day,Tablet,Swasthya Remedies,246.26,Out of Stock,2026-06-17,Nausea,Under Review
AYUR14107,Licorice-House,"Amla, Shatavari, Neem, Tulsi",Fever,1 tablet twice daily,Oil,OrganicVeda,384.96,In Stock,2028-10-25,Nausea,Under Review
AYUR00404,Tulsi-Just,"Triphala, Shatavari, Ashwagandha, Tulsi",Fever,1 tablet twice daily,Powder,VedicLife Pharma,214.48,In Stock,2029-05-22,Drowsiness,Under Review
AYUR00257,Tulsi-Choose,"Brahmi, Giloy, Arjuna",Fever,5 ml twice daily,Oil,AyurHealth Ltd.,214.96,Out of Stock,2027-12-06,Nausea,Under Review
AYUR06895,Turmeric-Summer,"Licorice, Brahmi, Amla, Guduchi",Fever,Apply externally once a day,Oil,Divya Herbal,100.31,Out of Stock,2027-06-23,None,Under Review
AYUR05060,Guggul-Ground,"Amla, Guggul, Ashwagandha, Pippali",Fever,1 spoon after meal,Oil,OrganicVeda,403.24,Out of Stock,2026-03-04,Nausea,Under Review
AYUR14198,Triphala-Yes,"Guggul, Giloy, Ashwagandha, Neem",Fever,1 tablet twice daily,Tablet,Ayurveda Bliss,285.46,Out of Stock,2028-10-08,Drowsiness,Under Review
AYUR00704,Triphala-Himself,"Tulsi, Pippali, Ashwagandha, Arjuna",Fever,2 capsules once daily,Oil,Divya Herbal,375.85,Out of Stock,2028-07-16,Headache,Approved
AYUR10721,Ashwagandha-Really,"Neem, Brahmi, Giloy, Triphala",Fever,1 spoon after meal,Capsule,NatureRoot Medics,461.41,Out of Stock,2029-04-17,Drowsiness,Approved
AYUR13691,Tulsi-Fire,"Arjuna, Brahmi, Tulsi, Shatavari",Fever,1 tablet twice daily,Powder,NatureRoot Medics,352.3,In Stock,2028-11-15,Allergic Reaction,Approved
AYUR16803,Licorice-None,"Amla, Turmeric, Giloy",Fever,Apply externally once a day,Powder,Swasthya Remedies,249.59,In Stock,2026-10-05,Allergic Reaction,Under Review
AYUR00858,Triphala-Like,"Licorice, Shatavari, Brahmi",Fever,Apply externally once a day,Tablet,OrganicVeda,288.3,In Stock,2029-11-05,Allergic Reaction,Approved
AYUR17761,Brahmi-Two,"Licorice, Turmeric, Neem",Fever,5 ml twice daily,Powder,Ayurveda Bliss,159.66,In Stock,2026-11-11,Headache,Approved
AYUR01304,Shatavari-Financial,"Triphala, Guggul, Brahmi",Fever,1 tablet twice daily,Capsule,HerbalCure Labs,416.29,Out of Stock,2026-07-07,None,Approved
AYUR09424,Licorice-Ok,"Amla, Giloy",Fever,5 ml twice daily,Syrup,AyurHealth Ltd.,142.43,Out of Stock,2026-05-11,Drowsiness,Under Review
AYUR12891,Ashwagandha-Ask,"Shatavari, Neem",Fever,2 capsules once daily,Oil,OrganicVeda,146.47,Out of Stock,2030-06-04,Allergic Reaction,Approved
AYUR06321,Licorice-Rule,"Neem, Guggul",Fever,2 capsules once daily,Oil,OrganicVeda,342.96,In Stock,2028-09-11,Headache,Under Review
AYUR00681,Guggul-Wait,"Brahmi, Guggul, Neem",Fever,2 capsules once daily,Capsule,Swasthya Remedies,486.58,Out of Stock,2028-09-11,Drowsiness,Approved
AYUR13141,Arjuna-Strong,"Triphala, Guggul, Turmeric",Fever,2 capsules once daily,Powder,OrganicVeda,486.64,In Stock,2027-06-25,None,Under Review
AYUR06149,Giloy-Friend,"Amla, Pippali, Licorice",Fever,1 spoon after meal,Powder,NatureRoot Medics,365.7,Out of Stock,2028-02-27,Drowsiness,Approved
AYUR19766,Triphala-Red,"Amla, Giloy",Fever,Apply externally once a day,Powder,Swasthya Remedies,433.26,In Stock,2029-01-21,Headache,Approved
AYUR16782,Guggul-Rise,"Turmeric, Triphala",Fever,5 ml twice daily,Capsule,AyurHealth Ltd.,376.73,Out of Stock,2026-03-25,Allergic Reaction,Approved
AYUR06404,Brahmi-Begin,"Guggul, Licorice, Neem",Fever,1 tablet twice daily,Powder,NatureRoot Medics,293.98,In Stock,2027-01-08,Nausea,Approved
AYUR10557,Brahmi-Effort,"Tulsi, Pippali, Guggul",Fever,1 spoon after meal,Oil,AyurHealth Ltd.,382.87,Out of Stock,2026-05-20,Nausea,Under Review
AYUR15462,Amla-Risk,"Guggul, Pippali",Fever,5 ml twice daily,Oil,Divya Herbal,447.17,Out of Stock,2029-12-27,Drowsiness,Approved
AYUR01743,Ashwagandha-Television,"Guggul, Triphala, Shatavari, Turmeric",Fever,Apply externally once a day,Powder,Divya Herbal,302.2,In Stock,2030-07-01,Drowsiness,Under Review
AYUR09969,Giloy-Success,"Amla, Licorice",Fever,5 ml twice daily,Oil,OrganicVeda,325.92,Out of Stock,2030-06-29,Nausea,Approved
AYUR08567,Brahmi-News,"Neem, Ashwagandha",Fever,1 tablet twice daily,Tablet,AyurHealth Ltd.,167.38,In Stock,2027-07-06,Headache,Approved
AYUR10333,Guggul-Water,"Tulsi, Triphala, Shatavari, Brahmi",Fever,2 capsules once daily,Tablet,Divya Herbal,234.91,Out of Stock,2027-07-17,Headache,Approved
AYUR12211,Pippali-Physical,"Arjuna, Neem, Ashwagandha, Triphala",Fever,1 tablet twice daily,Powder,VedicLife Pharma,238.68,Out of Stock,2028-12-05,Headache,Under Review
AYUR00450,Brahmi-Market,"Guggul, Pippali, Arjuna",Fever,2 capsules once daily,Tablet,VedicLife Pharma,436.37,In Stock,2029-02-23,None,Approved
AYUR19003,Licorice-Bed,"Guggul, Tulsi, Brahmi, Licorice",Fever,2 capsules once daily,Capsule,NatureRoot Medics,146.51,In Stock,2027-06-25,Allergic Reaction,Under Review
AYUR18402,Amla-Prepare,"Ashwagandha, Guduchi",Fever,Apply externally once a day,Powder,Swasthya Remedies,119.43,In Stock,2028-07-06,Headache,Under Review
AYUR02032,Pippali-Population,"Shatavari, Licorice",Fever,1 spoon after meal,Syrup,Ayurveda Bliss,442.41,In Stock,2027-08-03,Drowsiness,Under Review
AYUR06231,Brahmi-Sign,"Giloy, Guggul, Shatavari",Fever,2 capsules once daily,Oil,OrganicVeda,468.46,In Stock,2026-04-04,Nausea,Under Review
AYUR01064,Neem-Pm,"Amla, Ashwagandha, Giloy, Triphala",Fever,Apply externally once a day,Capsule,AyurHealth Ltd.,344.94,Out of Stock,2028-07-19,Allergic Reaction,Under Review
AYUR08014,Pippali-Church,"Brahmi, Giloy",Fever,5 ml twice daily,Oil,HerbalCure Labs,384.05,In Stock,2026-08-08,Allergic Reaction,Approved
AYUR17283,Neem-Up,"Ashwagandha, Tulsi",Fever,1 spoon after meal,Oil,AyurHealth Ltd.,334.52,In Stock,2026-11-09,Drowsiness,Approved
AYUR07045,Shatavari-Size,"Brahmi, Ashwagandha, Arjuna, Licorice",Fever,2 capsules once daily,Tablet,Ayurveda Bliss,302.28,Out of Stock,2027-11-05,None,Approved
AYUR19654,Triphala-Stock,"Guggul, Amla",Fever,5 ml twice daily,Capsule,OrganicVeda,395.18,In Stock,2028-03-04,None,Under Review
AYUR04601,Giloy-Night,"Giloy, Licorice, Ashwagandha",Fever,5 ml twice daily,Powder,VedicLife Pharma,472.93,Out of Stock,2028-07-16,Drowsiness,Approved
AYUR17724,Licorice-Three,"Guggul, Amla, Shatavari, Pippali",Fever,5 ml twice daily,Capsule,HerbalCure Labs,323.61,Out of Stock,2026-12-31,Nausea,Under Review
AYUR15842,Giloy-Unit,"Neem, Tulsi, Guduchi",Fever,Apply externally once a day,Powder,OrganicVeda,322.93,In Stock,2030-03-01,Headache,Under Review
AYUR17856,Licorice-Road,"Guduchi, Triphala, Pippali, Shatavari",Fever,1 spoon after meal,Powder,Divya Herbal,267.02,Out of Stock,2027-05-26,Headache,Under Review
AYUR11522,Neem-Can,"Guduchi, Turmeric, Guggul, Licorice",Fever,1 spoon after meal,Syrup,VedicLife Pharma,363.77,Out of Stock,2029-03-04,Nausea,Approved
AYUR15726,Triphala-Half,"Tulsi, Arjuna, Triphala, Guggul",Fever,1 spoon after meal,Tablet,HerbalCure Labs,467.32,In Stock,2028-12-09,None,Under Review
AYUR15273,Guduchi-Easy,"Shatavari, Triphala, Turmeric, Arjuna",Fever,1 spoon after meal,Powder,OrganicVeda,182.47,Out of Stock,2028-10-03,Headache,Approved
AYUR01198,Guduchi-History,"Triphala, Shatavari, Arjuna, Brahmi",Fever,2 capsules once daily,Tablet,Swasthya Remedies,127.09,Out of Stock,2028-02-20,None,Approved
AYUR17861,Brahmi-Establish,"Giloy, Tulsi, Neem, Ashwagandha",Fever,1 tablet twice daily,Powder,Swasthya Remedies,333.61,In Stock,2030-04-05,Nausea,Approved
AYUR02268,Pippali-War,"Ashwagandha, Licorice, Giloy, Triphala",Fever,2 capsules once daily,Capsule,NatureRoot Medics,367.93,In Stock,2027-06-13,None,Under Review
AYUR09351,Turmeric-Hand,"Amla, Giloy, Pippali, Guggul",Fever,1 spoon after meal,Oil,Divya Herbal,382.21,In Stock,2030-05-15,Nausea,Under Review
AYUR10552,Guggul-Yes,"Shatavari, Brahmi, Arjuna, Neem",Fever,Apply externally once a day,Tablet,Swasthya Remedies,268.36,Out of Stock,2028-09-22,Allergic Reaction,Under Review
AYUR05798,Arjuna-Raise,"Neem, Pippali",Fever,Apply externally once a day,Capsule,OrganicVeda,211.8,In Stock,2029-02-01,Drowsiness,Approved
AYUR15709,Ashwagandha-Add,"Ashwagandha, Triphala, Giloy",Fever,2 capsules once daily,Powder,NatureRoot Medics,189.6,In Stock,2028-10-01,Drowsiness,Under Review
AYUR17977,Ashwagandha-End,"Tulsi, Guduchi",Fever,1 spoon after meal,Tablet,Ayurveda Bliss,65.98,Out of Stock,2030-06-07,Nausea,Approved
AYUR10659,Guduchi-Western,"Amla, Triphala, Pippali",Fever,1 spoon after meal,Oil,HerbalCure Labs,436.67,Out of Stock,2027-12-27,Nausea,Approved
AYUR18013,Turmeric-City,"Triphala, Guduchi, Neem",Fever,2 capsules once daily,Tablet,VedicLife Pharma,117.44,Out of Stock,2026-01-17,Drowsiness,Under Review
AYUR13988,Pippali-Happen,"Shatavari, Giloy",Fever,Apply externally once a day,Tablet,HerbalCure Labs,443.93,Out of Stock,2027-02-28,Headache,Under Review
AYUR10726,Triphala-Give,"Licorice, Turmeric",Fever,Apply externally once a day,Capsule,AyurHealth Ltd.,270.92,In Stock,2027-09-03,Allergic Reaction,Approved
AYUR18345,Guduchi-Trial,"Giloy, Arjuna",Fever,2 capsules once daily,Tablet,OrganicVeda,458.96,In Stock,2027-02-16,None,Under Review
AYUR04774,Giloy-Shake,"Triphala, Guggul",Fever,1 spoon after meal,Oil,HerbalCure Labs,152.53,Out of Stock,2027-04-30,Nausea,Approved
AYUR06252,Ashwagandha-Make,"Amla, Shatavari",Fever,1 tablet twice daily,Tablet,AyurHealth Ltd.,192.26,In Stock,2028-08-02,None,Approved
AYUR17334,Shatavari-Suggest,"Neem, Giloy, Arjuna, Shatavari",Fever,2 capsules once daily,Syrup,AyurHealth Ltd.,115.8,In Stock,2028-12-22,Nausea,Under Review
AYUR11714,Arjuna-Him,"Pippali, Guduchi, Shatavari, Turmeric",Fever,Apply externally once a day,Tablet,VedicLife Pharma,345.15,Out of Stock,2028-12-26,Nausea,Under Review
AYUR00844,Guduchi-Not,"Neem, Giloy, Triphala",Fever,1 tablet twice daily,Tablet,AyurHealth Ltd.,427.46,In Stock,2028-04-14,Drowsiness,Under Review
AYUR17220,Pippali-Play,"Licorice, Triphala, Guggul",Fever,Apply externally once a day,Tablet,OrganicVeda,123.15,In Stock,2029-02-16,Drowsiness,Approved
AYUR07089,Arjuna-Also,"Pippali, Shatavari, Turmeric, Tulsi",Fever,5 ml twice daily,Capsule,NatureRoot Medics,320.63,In Stock,2028-10-22,Drowsiness,Under Review
AYUR14439,Ashwagandha-Thank,"Guggul, Amla, Giloy",Fever,2 capsules once daily,Tablet,AyurHealth Ltd.,321,In Stock,2027-06-28,Nausea,Under Review
AYUR08023,Shatavari-Piece,"Guggul, Triphala",Fever,2 capsules once daily,Syrup,Swasthya Remedies,271.63,In Stock,2027-09-22,Drowsiness,Approved
AYUR18558,Amla-Pm,"Turmeric, Guduchi",Fever,5 ml twice daily,Syrup,VedicLife Pharma,277.44,In Stock,2026-10-04,Drowsiness,Under Review
AYUR09160,Triphala-To,"Shatavari, Arjuna, Brahmi, Ashwagandha",Fever,5 ml twice daily,Capsule,AyurHealth Ltd.,53.97,In Stock,2026-12-23,Headache,Under Review
AYUR02944,Arjuna-Product,"Triphala, Tulsi",Fever,5 ml twice daily,Powder,Divya Herbal,138.97,In Stock,2028-01-24,Drowsiness,Under Review
AYUR01747,Giloy-Understand,"Amla, Giloy, Guduchi",Fever,5 ml twice daily,Oil,NatureRoot Medics,455.78,Out of Stock,2027-06-22,Nausea,Approved
AYUR15534,Neem-Cost,"Giloy, Neem, Guduchi, Licorice",Fever,Apply externally once a day,Capsule,NatureRoot Medics,168.92,In Stock,2028-07-26,Drowsiness,Approved
AYUR10208,Neem-Question,"Licorice, Triphala, Amla, Brahmi",Fever,Apply externally once a day,Tablet,AyurHealth Ltd.,214.61,Out of Stock,2029-04-09,Headache,Approved
AYUR04126,Triphala-Effect,"Arjuna, Ashwagandha",Fever,5 ml twice daily,Syrup,Swasthya Remedies,283.05,Out of Stock,2027-10-07,Allergic Reaction,Approved
AYUR06839,Ashwagandha-Southern,"Licorice, Triphala, Arjuna, Guduchi",Fever,1 tablet twice daily,Oil,Swasthya Remedies,333.15,Out of Stock,2029-08-02,Nausea,Approved
AYUR12203,Amla-Assume,"Guggul, Neem, Turmeric",Fever,5 ml twice daily,Syrup,Divya Herbal,77.94,Out of Stock,2030-01-20,Headache,Approved
AYUR19703,Licorice-End,"Arjuna, Pippali, Tulsi",Fever,Apply externally once a day,Tablet,Divya Herbal,456.2,In Stock,2029-09-18,Headache,Approved
AYUR00109,Turmeric-Tend,"Neem, Turmeric, Tulsi, Brahmi",Fever,1 spoon after meal,Capsule,Ayurveda Bliss,448.21,Out of Stock,2028-06-24,None,Approved
AYUR17835,Licorice-Better,"Guggul, Shatavari",Fever,Apply externally once a day,Capsule,Ayurveda Bliss,173.61,Out of Stock,2030-05-05,Drowsiness,Under Review
AYUR04817,Arjuna-Hundred,"Guduchi, Pippali, Giloy",Fever,5 ml twice daily,Oil,VedicLife Pharma,85.76,In Stock,2026-02-28,Drowsiness,Under Review
AYUR02557,Ashwagandha-System,"Arjuna, Brahmi",Fever,1 spoon after meal,Oil,Ayurveda Bliss,401.71,Out of Stock,2026-05-23,None,Under Review
AYUR06337,Triphala-Style,"Arjuna, Neem, Brahmi, Guggul",Fever,5 ml twice daily,Capsule,HerbalCure Labs,134.44,Out of Stock,2026-06-03,Drowsiness,Approved
AYUR15651,Shatavari-Paper,"Guduchi, Ashwagandha",Fever,2 capsules once daily,Oil,HerbalCure Labs,436.35,Out of Stock,2026-07-26,Headache,Under Review
AYUR19196,Turmeric-Beat,"Shatavari, Amla",Fever,5 ml twice daily,Tablet,HerbalCure Labs,393.03,Out of Stock,2027-09-08,Nausea,Approved
AYUR13451,Ashwagandha-Project,"Triphala, Turmeric",Fever,1 spoon after meal,Powder,NatureRoot Medics,430.82,Out of Stock,2026-09-17,None,Approved
AYUR11484,Neem-Evidence,"Arjuna, Amla, Giloy",Fever,1 tablet twice daily,Syrup,NatureRoot Medics,156.71,In Stock,2027-10-26,Drowsiness,Approved
AYUR02029,Amla-Design,"Tulsi, Shatavari",Fever,Apply externally once a day,Oil,OrganicVeda,472.32,Out of Stock,2026-03-31,Headache,Under Review
AYUR07469,Shatavari-Single,"Pippali, Tulsi, Licorice",Fever,5 ml twice daily,Tablet,Swasthya Remedies,374.88,Out of Stock,2027-04-06,Headache,Under Review
AYUR03779,Shatavari-The,"Tulsi, Amla, Triphala",Fever,1 spoon after meal,Syrup,HerbalCure Labs,494.23,Out of Stock,2028-07-29,Allergic Reaction,Under Review
AYUR03156,Brahmi-Program,"Neem, Guggul",Fever,2 capsules once daily,Capsule,NatureRoot Medics,395.51,Out of Stock,2027-11-18,Nausea,Under Review
AYUR19528,Triphala-Then,"Licorice, Giloy",Fever,1 spoon after meal,Powder,Swasthya Remedies,248.45,Out of Stock,2027-08-15,Allergic Reaction,Approved
AYUR18655,Arjuna-Activity,"Turmeric, Neem, Tulsi, Pippali",Fever,Apply externally once a day,Syrup,HerbalCure Labs,275.45,In Stock,2026-09-28,Allergic Reaction,Under Review
AYUR09953,Neem-Play,"Tulsi, Arjuna",Fever,2 capsules once daily,Powder,Divya Herbal,392,In Stock,2026-07-08,Nausea,Approved
AYUR13795,Guggul-Score,"Guduchi, Turmeric",Fever,5 ml twice daily,Oil,NatureRoot Medics,414.57,Out of Stock,2029-09-22,Headache,Under Review
AYUR18088,Giloy-Throughout,"Turmeric, Giloy, Neem",Fever,1 spoon after meal,Powder,Swasthya Remedies,111.35,In Stock,2026-01-07,None,Under Review
AYUR11463,Brahmi-Herself,"Ashwagandha, Turmeric",Fever,Apply externally once a day,Capsule,Swasthya Remedies,458.14,Out of Stock,2028-11-26,Headache,Approved
AYUR06572,Turmeric-Thousand,"Brahmi, Triphala, Arjuna, Ashwagandha",Fever,1 tablet twice daily,Capsule,AyurHealth Ltd.,153.83,Out of Stock,2027-12-26,Drowsiness,Under Review
AYUR08976,Licorice-Discussion,"Tulsi, Arjuna",Fever,2 capsules once daily,Capsule,Divya Herbal,431.93,In Stock,2028-12-19,Allergic Reaction,Approved
AYUR04391,Giloy-Little,"Licorice, Shatavari, Arjuna",Fever,1 tablet twice daily,Capsule,OrganicVeda,460.25,In Stock,2029-09-19,None,Under Review
AYUR13485,Ashwagandha-Yourself,"Neem, Guduchi",Fever,1 tablet twice daily,Capsule,Ayurveda Bliss,462.41,In Stock,2029-01-14,None,Under Review
AYUR17596,Brahmi-Get,"Triphala, Licorice, Ashwagandha, Brahmi",Fever,5 ml twice daily,Tablet,OrganicVeda,466.73,In Stock,2027-04-18,Allergic Reaction,Under Review
AYUR11916,Brahmi-Course,"Guggul, Pippali",Fever,2 capsules once daily,Capsule,Swasthya Remedies,486.86,Out of Stock,2027-06-19,Nausea,Under Review
AYUR15909,Giloy-South,"Licorice, Giloy",Fever,5 ml twice daily,Capsule,AyurHealth Ltd.,276.23,In Stock,2028-06-16,Drowsiness,Under Review
AYUR05743,Brahmi-Student,"Turmeric, Guduchi",Fever,Apply externally once a day,Powder,Swasthya Remedies,220.5,In Stock,2026-03-28,None,Approved
AYUR17314,Turmeric-Offer,"Guggul, Turmeric, Tulsi, Neem",Fever,2 capsules once daily,Powder,Divya Herbal,69.59,In Stock,2027-05-13,Allergic Reaction,Under Review
AYUR16338,Triphala-Vote,"Pippali, Ashwagandha, Tulsi",Fever,1 spoon after meal,Tablet,AyurHealth Ltd.,199.28,In Stock,2026-04-29,None,Under Review
AYUR07516,Neem-Strong,"Neem, Giloy, Licorice",Fever,2 capsules once daily,Tablet,Divya Herbal,395.73,In Stock,2027-07-15,Headache,Under Review
AYUR09540,Licorice-Ability,"Brahmi, Guggul, Tulsi",Fever,1 tablet twice daily,Powder,Ayurveda Bliss,344.49,Out of Stock,2028-08-02,Allergic Reaction,Under Review
AYUR09743,Neem-Clear,"Turmeric, Arjuna, Licorice",Fever,5 ml twice daily,Powder,AyurHealth Ltd.,187.05,In Stock,2028-02-28,None,Under Review
AYUR13395,Amla-Their,"Brahmi, Neem, Licorice, Pippali",Fever,2 capsules once daily,Tablet,Divya Herbal,458.5,Out of Stock,2030-07-05,Drowsiness,Approved
AYUR11360,Tulsi-Wonder,"Neem, Amla",Fever,1 tablet twice daily,Capsule,OrganicVeda,332.21,Out of Stock,2026-08-17,Drowsiness,Approved
AYUR06198,Amla-Practice,"Turmeric, Neem, Brahmi",Fever,5 ml twice daily,Powder,NatureRoot Medics,402.71,In Stock,2030-05-13,Nausea,Approved
AYUR01542,Tulsi-Art,"Giloy, Triphala, Shatavari",Fever,2 capsules once daily,Syrup,Swasthya Remedies,308.1,In Stock,2029-05-29,Nausea,Approved
AYUR08343,Ashwagandha-Myself,"Neem, Triphala, Licorice",Fever,5 ml twice daily,Powder,Divya Herbal,237.54,In Stock,2030-03-16,Allergic Reaction,Approved
AYUR04206,Triphala-Person,"Arjuna, Giloy, Guduchi, Neem",Fever,Apply externally once a day,Capsule,Swasthya Remedies,280.16,In Stock,2026-09-21,Headache,Under Review
AYUR16717,Neem-Economy,"Brahmi, Triphala, Ashwagandha, Turmeric",Fever,2 capsules once daily,Tablet,VedicLife Pharma,456.32,Out of Stock,2028-07-13,Drowsiness,Approved
AYUR01658,Amla-Gas,"Guggul, Triphala, Guduchi, Pippali",Fever,Apply externally once a day,Capsule,Swasthya Remedies,249.64,Out of Stock,2029-06-17,Headache,Under Review
AYUR06550,Guduchi-Theory,"Giloy, Turmeric, Licorice",Fever,1 spoon after meal,Powder,Swasthya Remedies,94.22,Out of Stock,2028-08-28,Nausea,Under Review
AYUR14931,Arjuna-Future,"Giloy, Arjuna",Fever,1 spoon after meal,Capsule,VedicLife Pharma,307.37,In Stock,2030-01-18,Allergic Reaction,Under Review
AYUR19639,Guduchi-Table,"Amla, Tulsi, Triphala, Turmeric",Fever,5 ml twice daily,Oil,VedicLife Pharma,280.39,Out of Stock,2026-10-26,Headache,Under Review
AYUR04272,Triphala-Fall,"Shatavari, Neem, Guduchi",Fever,2 capsules once daily,Syrup,OrganicVeda,167.47,In Stock,2028-12-20,Nausea,Under Review
AYUR07103,Pippali-Interview,"Tulsi, Brahmi, Pippali",Fever,Apply externally once a day,Syrup,Divya Herbal,334.63,Out of Stock,2027-03-11,Nausea,Approved
AYUR16323,Amla-Dog,"Licorice, Tulsi, Arjuna, Triphala",Fever,1 tablet twice daily,Oil,HerbalCure Labs,193.88,Out of Stock,2027-09-19,Nausea,Approved
AYUR04675,Shatavari-System,"Neem, Licorice",Fever,Apply externally once a day,Tablet,HerbalCure Labs,134.19,In Stock,2027-01-09,None,Under Review
AYUR01023,Triphala-Party,"Brahmi, Arjuna, Shatavari",Fever,5 ml twice daily,Tablet,Divya Herbal,60.46,In Stock,2026-06-13,Drowsiness,Approved
AYUR18214,Turmeric-Such,"Shatavari, Arjuna, Guduchi",Fever,5 ml twice daily,Oil,NatureRoot Medics,364.13,In Stock,2029-07-13,Headache,Under Review
AYUR03412,Turmeric-Company,"Brahmi, Guggul",Fever,5 ml twice daily,Powder,Ayurveda Bliss,228.13,Out of Stock,2027-11-07,Nausea,Under Review
AYUR00669,Pippali-View,"Shatavari, Pippali, Arjuna, Tulsi",Fever,1 spoon after meal,Powder,Swasthya Remedies,74.63,Out of Stock,2029-10-28,Allergic Reaction,Under Review
AYUR02664,Tulsi-Learn,"Guduchi, Neem, Amla",Fever,2 capsules once daily,Powder,HerbalCure Labs,180.59,In Stock,2028-03-30,None,Under Review
AYUR08049,Guggul-Land,"Amla, Pippali, Neem, Licorice",Fever,1 spoon after meal,Oil,Swasthya Remedies,436.1,In Stock,2030-03-09,Nausea,Approved
AYUR12161,Ashwagandha-Look,"Turmeric, Triphala, Guggul, Shatavari",Fever,5 ml twice daily,Oil,OrganicVeda,469.9,In Stock,2030-07-05,Nausea,Under Review
AYUR17303,Shatavari-Expert,"Amla, Guduchi",Fever,Apply externally once a day,Syrup,HerbalCure Labs,329.73,Out of Stock,2026-03-04,None,Under Review
AYUR13041,Ashwagandha-Effect,"Ashwagandha, Tulsi",Fever,1 tablet twice daily,Oil,OrganicVeda,466.97,In Stock,2028-09-29,Nausea,Under Review
AYUR04031,Brahmi-Beautiful,"Guggul, Ashwagandha",Fever,5 ml twice daily,Oil,Divya Herbal,255.33,In Stock,2028-09-10,Headache,Approved
AYUR06705,Triphala-Occur,"Tulsi, Turmeric, Amla, Shatavari",Fever,5 ml twice daily,Syrup,OrganicVeda,266.99,Out of Stock,2030-01-17,Nausea,Approved
AYUR15535,Guggul-Democratic,"Amla, Neem, Triphala",Fever,Apply externally once a day,Capsule,NatureRoot Medics,297.36,Out of Stock,2028-10-23,Nausea,Under Review
AYUR19031,Pippali-Artist,"Pippali, Giloy, Turmeric",Fever,1 tablet twice daily,Powder,VedicLife Pharma,265.69,Out of Stock,2029-09-29,None,Approved
AYUR02509,Ashwagandha-Article,"Tulsi, Giloy",Fever,Apply externally once a day,Oil,Divya Herbal,59.07,In Stock,2029-05-12,Drowsiness,Under Review
